Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,3,2023
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Rene - pancreas,0,2023
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,7,2023
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,14,2023
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,2,2023
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Rene - pancreas,3,2023
PA - Is.Me.T.T.,PA,Pancreas,Rene - pancreas,1,2023
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas,1,2023
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas,0,2023
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas,0,2023
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas,0,2023
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas,0,2023
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Fegato - pancreas,0,2023
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas,0,2023
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas - intestino,0,2023
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas - intestino,1,2023
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas - intestino,0,2023
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas - intestino,0,2023
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas - intestino,0,2023
RM - A.O. SAN CAMILLO - FORLANINI,RM,Pancreas,Fegato - pancreas - intestino,0,2023
PA - Is.Me.T.T.,PA,Pancreas,Fegato - pancreas - intestino,0,2023
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Intestino,Fegato - pancreas - intestino,1,2023
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,37,2024
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,4,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,194,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,44,2024
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,60,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,74,2024
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,76,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,39,2024
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,24,2024
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,30,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,141,2024
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,44,2024
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,28,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,77,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,51,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene,42,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene,63,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene,29,2024
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene,57,2024
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene,76,2024
PI - A.O.U. PISANA,PI,Rene,Rene,28,2024
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene,36,2024
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene,6,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene,44,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene,39,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene,41,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene,26,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene,27,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene,1,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene,35,2024
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene,42,2024
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene,29,2024
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene,26,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene,63,2024
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene,14,2024
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene,15,2024
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene,26,2024
PA - Is.Me.T.T.,PA,Rene,Rene,80,2024
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene,39,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene,36,2024
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio,2,2024
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio,10,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene doppio,7,2024
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene doppio,6,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene doppio,8,2024
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene doppio,9,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene doppio,0,2024
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene doppio,0,2024
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene doppio,2,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene doppio,10,2024
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene doppio,10,2024
VI - OSPEDALE DI VICENZA,VI,Rene,Rene doppio,3,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene doppio,3,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene doppio,1,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene doppio,1,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene doppio,23,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene doppio,3,2024
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene doppio,18,2024
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene doppio,0,2024
PI - A.O.U. PISANA,PI,Rene,Rene doppio,1,2024
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene doppio,0,2024
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene doppio,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene doppio,0,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene doppio,0,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene doppio,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene doppio,0,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene doppio,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene doppio,0,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene doppio,0,2024
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene doppio,0,2024
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene doppio,2,2024
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene doppio,0,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio,4,2024
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio,0,2024
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio,0,2024
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio,1,2024
PA - Is.Me.T.T.,PA,Rene,Rene doppio,0,2024
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio,0,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio,0,2024
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - fegato,0,2024
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - fegato,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - fegato,2,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - fegato,5,2024
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - fegato,0,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - fegato,5,2024
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - fegato,0,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - fegato,0,2024
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - fegato,0,2024
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - fegato,0,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - fegato,0,2024
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - fegato,0,2024
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - fegato,0,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - fegato,0,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - fegato,0,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - fegato,2,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - fegato,4,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - fegato,2,2024
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - fegato,0,2024
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - fegato,0,2024
PI - A.O.U. PISANA,PI,Rene,Rene - fegato,0,2024
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - fegato,0,2024
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - fegato,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - fegato,1,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - fegato,0,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - fegato,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - fegato,1,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - fegato,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - fegato,0,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - fegato,0,2024
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - fegato,0,2024
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - fegato,0,2024
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - fegato,0,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - fegato,2,2024
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - fegato,0,2024
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - fegato,0,2024
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - fegato,0,2024
PA - Is.Me.T.T.,PA,Rene,Rene - fegato,5,2024
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - fegato,0,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - fegato,0,2024
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene - pancreas,0,2024
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene - pancreas,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene - pancreas,2,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene - pancreas,0,2024
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene - pancreas,0,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene - pancreas,2,2024
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene - pancreas,14,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene - pancreas,0,2024
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene - pancreas,0,2024
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene - pancreas,0,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene - pancreas,8,2024
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene - pancreas,0,2024
VI - OSPEDALE DI VICENZA,VI,Rene,Rene - pancreas,0,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene - pancreas,0,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene - pancreas,0,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene - pancreas,0,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene - pancreas,0,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene - pancreas,0,2024
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene - pancreas,1,2024
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene - pancreas,0,2024
PI - A.O.U. PISANA,PI,Rene,Rene - pancreas,3,2024
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene - pancreas,0,2024
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene - pancreas,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene - pancreas,0,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene - pancreas,2,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene - pancreas,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene - pancreas,0,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene - pancreas,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene - pancreas,0,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene - pancreas,0,2024
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene - pancreas,0,2024
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene - pancreas,0,2024
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene - pancreas,0,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene - pancreas,0,2024
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene - pancreas,0,2024
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene - pancreas,0,2024
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene - pancreas,0,2024
PA - Is.Me.T.T.,PA,Rene,Rene - pancreas,2,2024
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene - pancreas,0,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene - pancreas,0,2024
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene doppio - fegato,0,2024
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene doppio - fegato,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene doppio - fegato,0,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene doppio - fegato,0,2024
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene doppio - fegato,0,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene doppio - fegato,0,2024
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene doppio - fegato,0,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene doppio - fegato,0,2024
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene doppio - fegato,0,2024
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene doppio - fegato,0,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene doppio - fegato,0,2024
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene doppio - fegato,0,2024
VI - OSPEDALE DI VICENZA,VI,Rene,Rene doppio - fegato,0,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene doppio - fegato,0,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene doppio - fegato,0,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Rene,Rene doppio - fegato,0,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Rene,Rene doppio - fegato,1,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Rene,Rene doppio - fegato,0,2024
PR - OSPEDALE MAGGIORE - PARMA,PR,Rene,Rene doppio - fegato,0,2024
FI - A.O.U. CAREGGI - FIRENZE,FI,Rene,Rene doppio - fegato,0,2024
PI - A.O.U. PISANA,PI,Rene,Rene doppio - fegato,0,2024
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Rene,Rene doppio - fegato,0,2024
PG - AZIENDA OSPEDALIERA DI PERUGIA,PG,Rene,Rene doppio - fegato,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Rene,Rene doppio - fegato,0,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Rene,Rene doppio - fegato,0,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Rene,Rene doppio - fegato,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Rene,Rene doppio - fegato,0,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Rene,Rene doppio - fegato,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Rene,Rene doppio - fegato,0,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Rene,Rene doppio - fegato,0,2024
AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,AQ,Rene,Rene doppio - fegato,0,2024
NA - UNIV NAPOLI - FEDERICO II - FAC. MEDIC.,NA,Rene,Rene doppio - fegato,0,2024
SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SA,Rene,Rene doppio - fegato,0,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Rene,Rene doppio - fegato,0,2024
CS - PRESIDIO OSPEDALIERO ANNUNZIATA,CS,Rene,Rene doppio - fegato,0,2024
RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,RC,Rene,Rene doppio - fegato,0,2024
CT - A.O. UNIVERSITARIA DI CATANIA,CT,Rene,Rene doppio - fegato,0,2024
PA - Is.Me.T.T.,PA,Rene,Rene doppio - fegato,0,2024
PA - P.O. CIVICO E BENFRATELLI,PA,Rene,Rene doppio - fegato,0,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Rene,Rene doppio - fegato,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato,174,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato,97,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato,107,2024
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato,48,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato,63,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato,125,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato,65,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato,43,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato,40,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,103,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,105,2024
PI - A.O.U. PISANA,PI,Fegato,Fegato,176,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,45,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,97,2024
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato,9,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,29,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,24,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,4,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,24,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,31,2024
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato,11,2024
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,47,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,59,2024
PA - Is.Me.T.T.,PA,Fegato,Fegato,98,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,33,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas - intestino,0,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas - intestino,1,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2024
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas - intestino,0,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas - intestino,0,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - pancreas - intestino,0,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas - intestino,0,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas - intestino,0,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas - intestino,0,2024
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas - intestino,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas - intestino,0,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas - intestino,0,2024
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas - intestino,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas - intestino,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas - intestino,0,2024
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas - intestino,0,2024
"RM - POLICLINICO UNIVERSITARIO A. GEMELLI, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2024
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas - intestino,0,2024
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas - intestino,0,2024
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas - intestino,0,2024
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas - intestino,0,2024
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - polmone doppio,0,2024
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - polmone doppio,0,2024
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - polmone doppio,0,2024
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - polmone doppio,0,2024
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - polmone doppio,0,2024
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - polmone doppio,0,2024
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - polmone doppio,0,2024
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Fegato,Fegato - polmone doppio,0,2024
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - polmone doppio,0,2024
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - polmone doppio,0,2024
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - polmone doppio,0,2024
PI - A.O.U. PISANA,PI,Fegato,Fegato - polmone doppio,0,2024
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - polmone doppio,0,2024
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - polmone doppio,0,2024
"RM - A.O. SAN CAMILLO - FORLANINI, convenzione LAZIO",RM,Fegato,Fegato - polmone doppio,0,2024
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - polmone doppio,0,2024
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - polmone doppio,0,2024
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - polmone doppio,0,2024
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - polmone doppio,0,2024
